call_id,is_repeat_call,parent_call_id,call_date,call_type,call_subreason,scenario,experiment_condition,customer_id,account_id,rep_id,rep_name,site,queue_name,department,agent_tenure_months,agent_strain_tier,agent_qa_score,agent_aht_secs_base,friction_tier,aht_secs,rep_gaming_propensity,rep_compliance_risk,rep_policy_skill,rep_burnout_level,rep_calls_handled,rep_dar_running_mean,rep_dov_running_mean,rep_trust_accumulated,imei_mismatch_flag,nrf_generated_flag,promo_override_post_call,line_added_no_usage_flag,line_added_same_day_store,rep_aware_gaming,true_resolution,resolution_flag,repeat_contact_30d,repeat_contact_31_60d,escalation_flag,credit_applied,credit_amount,credit_type,credit_authorized,customer_tenure_months,customer_monthly_charges,customer_lines,customer_churn_risk,customer_churn_risk_effective,customer_trust_baseline,customer_patience,customer_is_churned
CALL-0003102,0,,2025-07-28,Device Issue,,clean,goodhart_burnout_bleed,C0002234,A0002234,REP00188,Diego Lee,NovaWireless,General Support,Call Center,31,medium,0.6631,532.88,low,375,0.0,0.0,0.5582,0.405,10,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,60,61.02,1,0.274074,0.274074,73.978123,0.658419,0
CALL-0003103,0,,2025-07-10,Payment Arrangement,,gamed_metric,goodhart_burnout_bleed,C0001485,A0001485,REP00043,Ella Turner,NovaWireless,General Support,Call Center,39,low,0.6708,511.0,normal,403,0.0,0.0,0.5746,0.3384,10,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,False,0.0,none,True,27,78.26,1,0.146969,0.183711,79.30078400000001,0.383232,0
CALL-0003104,1,CALL-0003103,2025-07-28,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0001485,A0001485,REP00009,Amir White,NovaWireless,General Support,Call Center,32,low,0.7283,497.9,normal,453,0.0,0.0,0.6988,0.2989,13,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,0.0,none,True,27,78.26,1,0.146969,0.183711,79.22078400000001,0.383232,0
CALL-0003105,0,,2025-07-23,Device Issue,,clean,goodhart_burnout_bleed,C0007964,A0007964,REP00112,Tristan Scott,NovaWireless,General Support,Call Center,28,low,0.5807,480.9,normal,396,0.0,0.0,0.3866,0.3661,13,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,46,47.77,1,0.204072,0.204072,64.01247,0.63227,0
CALL-0003106,0,,2025-07-13,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0008456,A0008456,REP00032,Brianna Thomas,NovaWireless,General Support,Call Center,27,medium,0.615,520.12,normal,626,0.0,0.0,0.4656,0.4327,19,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,11,44.38,5,0.299105,0.269195,58.240521,0.067697,0
CALL-0003107,0,,2025-07-01,Network Coverage,,unresolvable_clean,goodhart_burnout_bleed,C0007661,A0007661,REP00091,Landon Chen,NovaWireless,General Support,Call Center,36,low,0.6995,504.05,peak,723,0.0,0.0,0.6443,0.3529,22,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,True,24.44,service_credit,True,16,80.04,3,0.311145,0.435603,75.880048,0.511276,0
CALL-0003108,0,,2025-07-17,Billing Dispute,,clean,goodhart_burnout_bleed,C0004354,A0004354,REP00097,Carter Stewart,NovaWireless,General Support,Call Center,22,low,0.6775,502.56,normal,411,0.0,0.0,0.5913,0.2357,13,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,1,69.24,2,0.268086,0.268086,85.719248,0.454808,1
CALL-0003109,0,,2025-07-16,Account Inquiry,,clean,goodhart_burnout_bleed,C0007940,A0007940,REP00128,Danielle Brooks,NovaWireless,General Support,Call Center,39,medium,0.7733,557.64,normal,559,0.0,0.0,0.7968,0.5043,20,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,33,49.79,1,0.265042,0.265042,71.574079,0.618618,0
CALL-0003110,0,,2025-07-24,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0004585,A0004585,REP00122,Dakota Carter,NovaWireless,General Support,Call Center,32,low,0.6308,563.76,high,821,0.0,0.0,0.4915,0.4103,12,1.0,0.0,0.0,False,False,False,True,False,False,True,True,False,False,False,False,0.0,none,True,33,66.39,2,0.120691,0.102587,83.291379,0.351152,0
CALL-0003111,0,,2025-07-30,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0003345,A0003345,REP00120,William Powell,NovaWireless,General Support,Call Center,35,medium,0.6105,539.27,normal,494,0.0,0.0,0.4474,0.5541,11,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,13,35.67,2,0.206855,0.206855,80.91794,0.578777,0
CALL-0003112,0,,2025-07-30,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0003520,A0003520,REP00103,Jeremiah Murphy,NovaWireless,General Support,Call Center,28,low,0.6757,526.29,high,565,0.0,0.0,0.5867,0.2877,12,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,10.0,courtesy,True,42,72.66,1,0.277998,0.277998,67.634605,0.064445,0
CALL-0003113,0,,2025-07-09,International/Roaming,,clean,goodhart_burnout_bleed,C0005206,A0005206,REP00140,Mateo Jones,NovaWireless,General Support,Call Center,23,medium,0.6589,491.24,normal,564,0.0,0.0,0.5529,0.4158,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,8,22.63,1,0.262196,0.262196,79.106618,0.608431,0
CALL-0003114,0,,2025-07-05,Account Inquiry,,clean,goodhart_burnout_bleed,C0006014,A0006014,REP00084,Kimberly Stewart,NovaWireless,General Support,Call Center,39,low,0.6283,531.39,normal,438,0.0,0.0,0.4883,0.3853,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,26,109.86,1,0.067488,0.067488,83.481283,0.300904,0
CALL-0003115,0,,2025-07-30,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0005747,A0005747,REP00197,Jason Taylor,NovaWireless,General Support,Call Center,32,medium,0.6313,527.34,low,599,0.0,0.0,0.4956,0.4742,15,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,90.53,2,0.157498,0.141748,86.731371,0.627302,0
CALL-0003116,0,,2025-07-22,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0000067,A0000067,REP00164,Hazel Howard,NovaWireless,General Support,Call Center,31,medium,0.7065,561.62,high,760,0.0,0.0,0.6499,0.4345,9,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,True,False,0.0,none,True,28,66.65,5,0.270324,0.229775,55.129664,0.305168,0
CALL-0003117,0,,2025-07-17,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0008511,A0008511,REP00113,Lucy Powell,NovaWireless,General Support,Call Center,48,low,0.6371,580.1,normal,449,0.0,0.0,0.5069,0.4256,14,1.0,0.0,0.0,False,True,False,False,False,True,True,False,True,True,False,False,0.0,none,True,6,79.42,3,0.231111,0.288889,73.048603,0.773791,0
CALL-0003118,1,CALL-0003117,2025-07-16,Account Inquiry,,gamed_metric,goodhart_burnout_bleed,C0008511,A0008511,REP00130,Casey Morgan,NovaWireless,General Support,Call Center,39,medium,0.5771,584.1,high,580,0.0,0.0,0.3851,0.5593,18,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,0.0,none,True,6,79.42,3,0.231111,0.288889,72.968603,0.773791,0
CALL-0003119,1,CALL-0003117,2025-07-08,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0008511,A0008511,REP00066,Ethan Hill,NovaWireless,General Support,Call Center,36,medium,0.7125,508.18,normal,417,0.0,0.0,0.662,0.381,8,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,6,79.42,3,0.231111,0.288889,72.888603,0.773791,0
CALL-0003120,0,,2025-07-07,Device Issue,,clean,goodhart_burnout_bleed,C0003454,A0003454,REP00009,Amir White,NovaWireless,General Support,Call Center,32,low,0.7283,497.9,normal,566,0.0,0.0,0.6994,0.2984,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,6,82.91,3,0.360516,0.360516,69.649005,0.364493,1
CALL-0003121,0,,2025-07-27,Network Coverage,,unresolvable_clean,goodhart_burnout_bleed,C0008603,A0008603,REP00055,Ashton Richardson,NovaWireless,General Support,Call Center,31,low,0.6622,559.93,low,565,0.0,0.0,0.5572,0.4241,11,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,True,True,21.57,service_credit,True,2,64.99,1,0.411008,0.575411,75.68420300000001,0.451147,1
CALL-0003122,1,CALL-0003121,2025-07-26,Billing Dispute,,unresolvable_clean,goodhart_burnout_bleed,C0008603,A0008603,REP00066,Ethan Hill,NovaWireless,General Support,Call Center,36,medium,0.7125,508.18,low,636,0.0,0.0,0.6627,0.396,9,1.0,0.0,0.0,False,False,False,False,False,False,False,True,True,False,True,True,20.87,service_credit,True,2,64.99,1,0.411008,0.575411,75.63420300000001,0.451147,1
CALL-0003123,0,,2025-07-15,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0008095,A0008095,REP00051,Jaden Rivera,NovaWireless,General Support,Call Center,32,low,0.7354,526.93,high,602,0.0,0.0,0.7161,0.3919,17,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,True,18.25,bandaid,True,4,59.9,0,0.156344,0.281419,85.212873,0.650747,0
CALL-0003124,1,CALL-0003123,2025-07-24,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0008095,A0008095,REP00175,Hailey Gonzalez,NovaWireless,General Support,Call Center,25,medium,0.6641,569.11,low,415,0.0,0.0,0.5621,0.4957,12,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,True,False,0.0,none,True,4,59.9,0,0.156344,0.281419,85.072873,0.650747,0
CALL-0003125,0,,2025-07-29,Network Coverage,,clean,goodhart_burnout_bleed,C0006397,A0006397,REP00245,Carter Gomez,NovaWireless,General Support,Call Center,36,medium,0.6911,523.62,low,384,0.0,0.0,0.6224,0.3899,16,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,41,82.89,2,0.298913,0.298913,74.703591,0.223947,0
CALL-0003126,0,,2025-07-09,Device Issue,,clean,goodhart_burnout_bleed,C0001755,A0001755,REP00243,Christian Parker,NovaWireless,General Support,Call Center,38,high,0.6101,582.98,normal,579,0.0,0.0,0.4499,0.6003,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,20,63.81,5,0.29461,0.29461,72.318993,0.325784,0
CALL-0003127,0,,2025-07-17,Billing Dispute,,clean,goodhart_burnout_bleed,C0009347,A0009347,REP00085,Kyle Khan,NovaWireless,General Support,Call Center,27,low,0.5678,557.36,low,401,0.0,0.0,0.3567,0.4268,11,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,21,72.84,1,0.241116,0.241116,91.189038,0.733761,1
CALL-0003128,0,,2025-07-13,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0007845,A0007845,REP00017,Landon Turner,NovaWireless,General Support,Call Center,48,low,0.6113,556.31,normal,553,0.0,0.0,0.4578,0.2865,19,1.0,0.0,0.0,True,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,8,45.54,1,0.090544,0.11318,60.806231000000004,0.66571,0
CALL-0003129,1,CALL-0003128,2025-07-18,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0007845,A0007845,REP00197,Jason Taylor,NovaWireless,General Support,Call Center,32,medium,0.6313,527.34,low,459,0.0,0.0,0.4966,0.4737,16,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,8,45.54,1,0.090544,0.11318,60.726231000000006,0.66571,0
CALL-0003130,0,,2025-07-25,Billing Dispute,,unresolvable_clean,goodhart_burnout_bleed,C0001381,A0001381,REP00041,Maya Ortiz,NovaWireless,General Support,Call Center,36,medium,0.5824,546.23,normal,644,0.0,0.0,0.3914,0.5451,14,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,True,20.84,service_credit,True,19,82.57,2,0.222222,0.311111,48.805188,0.664959,0
CALL-0003131,1,CALL-0003130,2025-07-30,Device Issue,,unresolvable_clean,goodhart_burnout_bleed,C0001381,A0001381,REP00236,Penelope Clark,NovaWireless,General Support,Call Center,30,low,0.688,574.16,normal,748,0.0,0.0,0.6143,0.4511,14,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,True,22.73,service_credit,True,19,82.57,2,0.222222,0.311111,48.755188000000004,0.664959,0
CALL-0003132,0,,2025-07-19,Device Issue,,clean,goodhart_burnout_bleed,C0004655,A0004655,REP00240,Andrea Scott,NovaWireless,General Support,Call Center,28,medium,0.6666,532.82,normal,525,0.0,0.0,0.5639,0.4617,8,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,True,False,False,0.0,none,True,12,90.39,4,0.372658,0.372658,83.382149,0.395295,0
CALL-0003133,1,CALL-0003132,2025-07-05,Network Coverage,,clean,goodhart_burnout_bleed,C0004655,A0004655,REP00080,Mateo Jenkins,NovaWireless,General Support,Call Center,42,medium,0.6968,521.77,normal,449,0.0,0.0,0.6321,0.4385,13,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,12,90.39,4,0.372658,0.372658,83.382149,0.395295,0
CALL-0003134,0,,2025-07-30,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0003608,A0003608,REP00035,Isaiah Alvarez,NovaWireless,General Support,Call Center,37,low,0.6717,533.36,low,339,0.0,0.0,0.5799,0.3972,14,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,0.0,none,True,11,51.32,5,0.380278,0.475348,87.445462,0.55428,0
CALL-0003135,0,,2025-07-29,Billing Dispute,,clean,goodhart_burnout_bleed,C0000992,A0000992,REP00076,Logan Shah,NovaWireless,General Support,Call Center,33,medium,0.6173,581.71,peak,765,0.0,0.0,0.4629,0.4723,12,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,44,84.26,1,0.45191,0.45191,86.674107,0.817579,1
CALL-0003136,0,,2025-07-26,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0007599,A0007599,REP00041,Maya Ortiz,NovaWireless,General Support,Call Center,36,medium,0.5824,546.23,low,449,0.0,0.0,0.3926,0.5601,15,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,True,True,18.06,bandaid,True,13,47.13,1,0.312465,0.562437,67.424035,0.597141,1
CALL-0003137,1,CALL-0003136,2025-07-25,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0007599,A0007599,REP00087,Elijah Young,NovaWireless,General Support,Call Center,32,medium,0.6246,543.04,normal,463,0.0,0.0,0.4794,0.4646,13,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,14.69,bandaid,True,13,47.13,1,0.312465,0.562437,67.284035,0.597141,1
CALL-0003138,0,,2025-07-09,Device Issue,Activation failed,activation_failed,goodhart_burnout_bleed,C0008449,A0008449,REP00108,Victoria Alvarez,NovaWireless,General Support,Call Center,23,medium,0.6273,522.26,normal,926,0.0,0.0,0.4831,0.4775,11,1.0,0.0,0.0,True,False,False,False,False,False,False,True,True,False,True,True,5.89,service_credit,True,5,65.92,5,0.297456,0.401566,81.63710099999999,0.340052,0
CALL-0003139,1,CALL-0003138,2025-07-26,Device Issue,Activation failed,activation_failed,goodhart_burnout_bleed,C0008449,A0008449,REP00180,David Kelly,NovaWireless,General Support,Call Center,23,medium,0.6114,560.85,low,612,0.0,0.0,0.4537,0.4385,15,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,True,7.98,service_credit,True,5,65.92,5,0.297456,0.401566,81.59710099999998,0.340052,0
CALL-0003140,0,,2025-07-29,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0008026,A0008026,REP00188,Diego Lee,NovaWireless,General Support,Call Center,31,medium,0.6631,532.88,normal,419,0.0,0.0,0.5591,0.42,11,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,True,False,0.0,none,True,23,63.23,1,0.181878,0.227348,64.850212,0.377954,0
CALL-0003141,1,CALL-0003140,2025-07-02,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0008026,A0008026,REP00097,Carter Stewart,NovaWireless,General Support,Call Center,22,low,0.6775,502.56,normal,470,0.0,0.0,0.5921,0.2352,14,1.0,0.0,0.0,False,False,False,False,False,True,False,True,True,False,False,False,0.0,none,True,23,63.23,1,0.181878,0.227348,64.770212,0.377954,0
CALL-0003142,0,,2025-07-05,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0000812,A0000812,REP00017,Landon Turner,NovaWireless,General Support,Call Center,48,low,0.6113,556.31,high,575,0.0,0.0,0.4589,0.286,20,1.0,0.0,0.0,False,False,True,False,False,True,False,True,False,True,False,True,12.74,bandaid,True,7,111.21,1,0.328604,0.591487,66.967651,0.725766,0
CALL-0003143,1,CALL-0003142,2025-07-01,Promotion Inquiry,Loyalty upgrade not offered,loyalty_offer_missed,goodhart_burnout_bleed,C0000812,A0000812,REP00216,Jace Lopez,NovaWireless,General Support,Call Center,29,medium,0.4757,537.11,normal,564,0.0,0.0,0.1728,0.5949,18,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,True,11.26,bandaid,True,7,111.21,1,0.328604,0.591487,66.827651,0.725766,0
CALL-0003144,0,,2025-07-03,Device Issue,Device activation,activation_clean,goodhart_burnout_bleed,C0002573,A0002573,REP00040,Samuel Gomez,NovaWireless,General Support,Call Center,45,medium,0.6428,545.82,normal,786,0.0,0.0,0.5189,0.4841,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,43,37.55,1,0.304713,0.274242,54.900813,0.863111,1
CALL-0003145,0,,2025-07-30,Billing Dispute,,clean,goodhart_burnout_bleed,C0004104,A0004104,REP00023,Laura Lopez,NovaWireless,General Support,Call Center,28,high,0.6244,536.2,normal,533,0.0,0.0,0.479,0.5539,13,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,11.48,courtesy,True,11,42.52,3,0.33821,0.33821,74.067774,0.306982,0
CALL-0003146,0,,2025-07-29,Promotion Inquiry,,unresolvable_clean,goodhart_burnout_bleed,C0002995,A0002995,REP00133,Jada Clark,NovaWireless,General Support,Call Center,25,low,0.5925,486.71,normal,517,0.0,0.0,0.4056,0.3767,8,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,True,22.89,service_credit,True,33,89.35,3,0.24725,0.34615,49.225822,0.607,0
CALL-0003147,0,,2025-07-01,Billing Dispute,,clean,goodhart_burnout_bleed,C0009342,A0009342,REP00193,Ella White,NovaWireless,General Support,Call Center,13,medium,0.7144,549.63,low,529,0.0,0.0,0.67,0.4528,14,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,13.99,courtesy,True,6,116.02,2,0.222152,0.222152,73.909381,0.842344,1
CALL-0003148,0,,2025-07-30,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0000786,A0000786,REP00216,Jace Lopez,NovaWireless,General Support,Call Center,29,medium,0.4757,537.11,low,540,0.0,0.0,0.1744,0.5944,19,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,22,78.54,1,0.493648,0.493648,83.215427,0.925923,1
CALL-0003149,0,,2025-07-04,Payment Arrangement,,clean,goodhart_burnout_bleed,C0005038,A0005038,REP00167,Eleanor Sanders,NovaWireless,General Support,Call Center,37,low,0.6607,534.95,high,674,0.0,0.0,0.5602,0.3586,18,1.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,10.11,courtesy,True,0,95.85,1,0.250914,0.250914,73.747473,0.632121,0
CALL-0003150,0,,2025-07-12,Account Inquiry,,gamed_metric,goodhart_burnout_bleed,C0003197,A0003197,REP00017,Landon Turner,NovaWireless,General Support,Call Center,48,low,0.6113,556.31,low,471,0.0,0.0,0.46,0.2855,21,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,True,False,False,0.0,none,True,34,50.59,2,0.348724,0.435905,58.233523000000005,0.865551,1
CALL-0003151,1,CALL-0003150,2025-07-23,Network Coverage,,gamed_metric,goodhart_burnout_bleed,C0003197,A0003197,REP00097,Carter Stewart,NovaWireless,General Support,Call Center,22,low,0.6775,502.56,normal,429,0.0,0.0,0.593,0.2347,15,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,34,50.59,2,0.348724,0.435905,58.15352300000001,0.865551,1
CALL-0003152,0,,2025-07-04,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0006300,A0006300,REP00177,Thomas Evans,NovaWireless,General Support,Call Center,33,medium,0.6111,587.79,low,534,0.0,0.0,0.4552,0.4646,17,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,64,33.13,3,0.26786,0.227681,43.653024,0.810845,0
CALL-0003153,0,,2025-07-08,Device Issue,,clean,goodhart_burnout_bleed,C0000253,A0000253,REP00037,Clara Harris,NovaWireless,General Support,Call Center,41,medium,0.6214,529.46,normal,613,0.0,0.0,0.4758,0.4663,16,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,22,42.76,3,0.157053,0.157053,70.841458,0.509557,0
CALL-0003154,0,,2025-07-28,Billing Dispute,,clean,goodhart_burnout_bleed,C0006382,A0006382,REP00120,William Powell,NovaWireless,General Support,Call Center,35,medium,0.6105,539.27,normal,479,0.0,0.0,0.4485,0.5536,12,1.0,0.0,0.0,False,False,False,True,False,False,True,True,False,False,False,True,12.44,courtesy,True,51,41.15,2,0.262754,0.262754,74.713703,0.301411,0
CALL-0003155,0,,2025-07-10,Billing Dispute,,clean,goodhart_burnout_bleed,C0003471,A0003471,REP00064,Eleanor Lewis,NovaWireless,General Support,Call Center,42,low,0.6604,527.83,high,542,0.0,0.0,0.5569,0.4108,15,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.15,courtesy,True,19,48.18,3,0.338663,0.338663,84.716381,0.457134,0
CALL-0003156,0,,2025-07-16,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0002957,A0002957,REP00099,Casey Ortiz,NovaWireless,General Support,Call Center,25,medium,0.7074,489.78,low,628,0.0,0.0,0.6511,0.3955,8,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,3,92.91,3,0.272494,0.23162,75.970792,0.798929,0
CALL-0003157,0,,2025-07-23,Network Coverage,,clean,goodhart_burnout_bleed,C0002310,A0002310,REP00229,Ashley Davis,NovaWireless,General Support,Call Center,32,medium,0.7188,527.66,normal,510,0.0,0.0,0.6748,0.3504,7,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,52,74.91,1,0.332697,0.332697,66.846128,0.621396,0
CALL-0003158,0,,2025-07-04,Network Coverage,,unresolvable_clean,goodhart_burnout_bleed,C0009283,A0009283,REP00008,Mia Morales,NovaWireless,General Support,Call Center,36,high,0.6041,583.97,normal,769,0.0,0.0,0.4338,0.5604,11,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,True,23.39,service_credit,True,21,40.69,3,0.176088,0.246523,78.652838,0.770785,0
CALL-0003159,0,,2025-07-18,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0006381,A0006381,REP00212,Casey Parker,NovaWireless,General Support,Call Center,36,medium,0.7128,557.99,normal,475,0.0,0.0,0.6673,0.4573,15,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,47,67.17,2,0.37361,0.467012,77.877572,0.537232,0
CALL-0003160,1,CALL-0003159,2025-07-14,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0006381,A0006381,REP00009,Amir White,NovaWireless,General Support,Call Center,32,low,0.7283,497.9,low,385,0.0,0.0,0.7,0.3134,15,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,True,False,0.0,none,True,47,67.17,2,0.37361,0.467012,77.797572,0.537232,0
CALL-0003161,0,,2025-07-17,Device Issue,,clean,goodhart_burnout_bleed,C0009750,A0009750,REP00118,Caleb Gupta,NovaWireless,General Support,Call Center,24,medium,0.7832,511.63,normal,412,0.0,0.0,0.8145,0.5402,12,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,True,False,0.0,none,True,9,119.13,2,0.415754,0.415754,74.482826,0.503985,0
CALL-0003162,0,,2025-07-04,Promotion Inquiry,,clean,goodhart_burnout_bleed,C0005100,A0005100,REP00200,Kimberly Richardson,NovaWireless,General Support,Call Center,30,low,0.6846,525.78,normal,495,0.0,0.0,0.6048,0.3763,11,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,10.0,courtesy,True,50,93.09,1,0.329184,0.329184,66.873374,0.477392,0
CALL-0003163,0,,2025-07-12,Account Inquiry,Add a line,line_add_legitimate,goodhart_burnout_bleed,C0005326,A0005326,REP00129,Claire Price,NovaWireless,General Support,Call Center,25,medium,0.5751,575.7,normal,731,0.0,0.0,0.3834,0.4851,20,1.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,True,False,0.0,none,True,3,68.18,1,0.182322,0.154974,80.516652,0.65002,0
CALL-0003164,0,,2025-07-26,Device Issue,,gamed_metric,goodhart_burnout_bleed,C0008040,A0008040,REP00047,Isaiah Peterson,NovaWireless,General Support,Call Center,36,low,0.6401,529.6,high,496,0.0,0.0,0.5093,0.3347,10,1.0,0.0,0.0,False,False,False,False,False,True,False,True,False,True,False,False,0.0,none,True,42,75.77,3,0.134865,0.168581,82.30171800000001,0.582532,0
CALL-0003165,1,CALL-0003164,2025-07-11,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0008040,A0008040,REP00080,Mateo Jenkins,NovaWireless,General Support,Call Center,42,medium,0.6968,521.77,peak,546,0.0,0.0,0.6329,0.438,14,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,0.0,none,True,42,75.77,3,0.134865,0.168581,82.22171800000001,0.582532,0
CALL-0003166,0,,2025-07-13,Network Coverage,,clean,goodhart_burnout_bleed,C0004820,A0004820,REP00084,Kimberly Stewart,NovaWireless,General Support,Call Center,39,low,0.6283,531.39,low,521,0.0,0.0,0.4893,0.3848,15,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,False,0.0,none,True,28,110.4,0,0.299693,0.299693,96.712012,0.239195,0
CALL-0003167,0,,2025-07-12,Billing Dispute,,gamed_metric,goodhart_burnout_bleed,C0001101,A0001101,REP00127,John Carter,NovaWireless,General Support,Call Center,26,low,0.6709,518.24,low,379,0.0,0.0,0.5799,0.3846,16,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,0.0,none,True,10,39.82,5,0.15967,0.199588,60.600196000000004,0.900153,0
CALL-0003168,0,,2025-07-06,Billing Dispute,,clean,goodhart_burnout_bleed,C0005491,A0005491,REP00179,Dylan Parker,NovaWireless,General Support,Call Center,35,medium,0.6909,560.23,peak,814,0.0,0.0,0.6219,0.4393,16,1.0,0.0,0.0,False,False,False,False,False,False,True,True,False,False,False,True,12.48,courtesy,True,8,91.98,2,0.348036,0.348036,69.898016,0.437437,1
